,Дата,severstal,aeroflot,gazprom,lukoil,novatek,ozon,rosneft,sber,tatneft,yandex,SU26207RMFS9,SU26227RMFS7,SU26238RMFS4,SU26243RMFS4,SU25085RMFS0,brent,moex,rts,Евро,Доллар США
740,06.01.2021,1326.4,72.96,214.38,5376.5,1301.2,3257.0,453.7,272.93,522.0,5188.8,,,,,,54.3,"3 371,03","1 436,71","90,7932","73,8757"
741,05.01.2021,1334.2,72.74,215.32,5358.5,1287.4,3348.5,449.35,275.2,524.2,5340.4,,,,,,53.6,"3 359,15","1 426,11","90,7932","73,8757"
742,04.01.2021,1343.2,72.06,212.71,5212.5,1250.4,3229.5,436.0,272.0,515.8,5185.2,,,,,,51.09,"3 350,51","1 424,84","90,7932","73,8757"
743,30.12.2020,1323.2,71.44,212.98,5169.5,1261.4,3289.5,435.1,271.65,513.7,5167.0,,,,,,51.34,"3 289,02","1 387,46","90,2074","73,6567"
744,29.12.2020,1337.8,70.62,208.75,5143.0,1236.0,3232.0,434.6,272.0,509.4,5020.4,,,,,,51.09,"3 274,67","1 398,48","90,1270","73,7175"
745,28.12.2020,1374.4,69.62,206.11,5101.5,1236.8,3290.0,435.65,274.7,505.9,5026.4,,,,,,50.86,"3 258,95","1 391,31","89,8749","73,6921"
746,25.12.2020,1363.4,69.14,205.03,5106.0,1225.0,3150.5,436.25,270.64,505.5,5039.8,,,,,,,"3 246,35","1 378,36","91,3487","74,8392"
747,24.12.2020,1321.2,68.98,206.24,5105.5,1205.0,3149.0,436.35,269.32,505.0,5029.0,,,,,,51.29,"3 236,88","1 378,33","91,9822","75,4571"
748,23.12.2020,1298.0,69.42,207.63,5107.0,1218.6,3222.0,430.15,270.1,505.6,5113.0,,,,,,51.2,"3 252,1","1 366,76","92,0699","75,3498"
749,22.12.2020,1286.2,68.74,208.4,5073.0,1219.4,3231.0,430.7,262.04,500.5,5084.0,,,,,,50.08,"3 236,46","1 351,43","91,0029","74,6721"
750,21.12.2020,1252.0,68.76,203.46,5095.5,1207.8,3264.0,423.95,261.79,499.8,5004.4,,,,,,50.91,"3 186,38","1 335,93","89,8262","73,3155"
751,18.12.2020,1263.6,71.4,212.69,5140.0,1236.8,3264.5,440.65,270.16,506.4,5082.0,,,,,,52.26,"3 273,75","1 402,5","89,2887","72,9781"
752,17.12.2020,1251.0,71.1,214.52,5188.0,1198.0,3211.5,442.65,278.5,513.0,5145.4,,,,,,51.5,"3 282,67","1 419,22","89,3229","73,4201"
753,16.12.2020,1269.0,71.46,206.2,5174.0,1194.0,3357.0,444.4,278.35,511.5,5198.0,,,,,,51.08,"3 269,95","1 400,05","89,1846","73,4453"
754,15.12.2020,1267.0,70.24,201.0,5297.5,1214.8,3201.0,451.5,278.7,517.0,5050.0,,,,,,50.76,"3 248,11","1 390,46","88,5847","72,9272"
755,14.12.2020,1268.6,71.08,199.91,5325.0,1215.0,3069.0,441.8,279.95,514.6,5040.0,,,,,,50.29,"3 254,83","1 398,12","88,7744","73,1195"
756,11.12.2020,1224.6,71.76,201.5,5380.0,1224.2,3164.5,447.25,283.73,508.8,5124.0,,,,,,49.97,"3 276,58","1 412,88","89,1330","73,7124"
757,10.12.2020,1204.0,72.18,192.95,5287.0,1236.8,3294.0,450.9,282.2,507.3,5169.2,,,,,,50.25,"3 258,31","1 404,68","88,9418","73,3057"
758,09.12.2020,1170.2,72.0,189.35,5023.0,1177.8,3301.0,435.6,276.89,494.4,5094.0,,,,,,48.86,"3 211,66","1 372,47","89,2044","73,6618"
759,08.12.2020,1165.8,72.7,190.0,4994.0,1198.4,3471.0,432.75,275.49,497.6,5066.4,,,,,,48.84,"3 179,61","1 364,66","89,9695","74,2506"
760,07.12.2020,1163.0,74.0,190.76,5039.5,1216.6,3422.0,439.45,274.36,500.3,5002.2,,,,,,48.79,"3 195,08","1 368,86","90,2618","74,2529"
761,04.12.2020,1188.8,74.14,188.79,5122.0,1224.2,3556.0,444.8,270.0,507.7,5065.2,,,,,,49.25,"3 184,72","1 357,39","91,1946","75,1996"
762,03.12.2020,1146.6,74.0,185.12,5053.0,1193.2,3614.5,435.35,263.14,496.0,5166.0,,,,,,48.71,"3 162,67","1 339,41","91,3052","75,6151"
763,02.12.2020,1159.4,72.5,187.22,5167.0,1222.6,3184.0,448.75,264.06,509.1,5193.6,,,,,,48.25,"3 189,61","1 335,44","91,3096","76,3203"
764,01.12.2020,1144.0,72.18,185.34,5058.5,1226.4,3059.5,446.4,260.81,493.9,5310.4,,,,,,47.42,"3 147,79","1 311,05","91,2037","76,1999"
765,30.11.2020,1131.8,71.66,181.89,5063.0,1199.4,3071.0,449.5,249.63,492.3,5278.0,,,,,,47.59,"3 107,58","1 281,97","90,4629","75,8599"
766,27.11.2020,1147.2,72.0,185.9,5260.0,1244.2,3025.0,461.2,251.59,511.4,5115.0,,,,,,48.18,"3 142,68","1 302,43","90,0291","75,4518"
767,26.11.2020,1147.2,71.24,185.52,5243.0,1251.0,2944.0,464.75,250.1,524.9,4985.2,,,,,,47.8,"3 138,62","1 307,14","89,8880","75,4727"
768,25.11.2020,1128.0,72.18,188.03,5392.5,1267.6,2954.0,473.3,251.91,537.1,4946.0,,,,,,48.61,"3 134,52","1 301,83","89,8934","75,8146"
769,24.11.2020,1139.0,72.62,186.76,5179.5,1269.6,3033.0,472.2,247.33,524.8,4935.8,,,,,,47.86,"3 095,84","1 287,12","89,9347","75,7600"
770,23.11.2020,1115.0,69.48,184.15,5026.5,1257.2,,469.6,239.7,520.3,4687.6,,,,,,46.06,"3 047,06","1 256,81","90,2643","76,0120"
771,20.11.2020,1107.2,68.98,183.21,4948.5,1264.0,,464.8,239.42,511.0,4745.6,,,,,,44.96,"3 051,04","1 262,69","90,3484","76,2627"
772,19.11.2020,1105.4,68.54,184.16,4916.0,1246.8,,451.85,240.27,508.3,4742.6,,,,,,44.2,"3 046,49","1 258,91","90,2314","75,9268"
773,18.11.2020,1117.8,68.08,185.0,4890.0,1261.4,,452.9,242.71,511.2,4691.2,,,,,,44.34,"3 080,68","1 276,75","90,3903","76,2530"
774,17.11.2020,1116.2,67.5,182.9,4864.0,1248.2,,438.85,245.7,506.0,4680.0,,,,,,43.75,"3 052,22","1 258,46","91,1729","76,9197"
775,16.11.2020,1132.0,69.44,185.32,4932.5,1253.0,,430.95,247.99,510.9,4735.2,,,,,,43.82,"3 079,74","1 268,61","91,3222","77,3262"
776,13.11.2020,1109.0,67.3,180.3,4879.0,1240.8,,419.35,242.99,505.1,4799.0,,,,,,42.78,"3 025,22","1 227,78","90,8104","77,1148"
777,12.11.2020,1091.4,64.96,172.91,4853.0,1198.0,,412.3,242.08,499.8,4718.8,,,,,,43.53,"3 025,83","1 238,45","90,0468","76,2075"
778,11.11.2020,1096.4,66.94,170.53,4945.0,1193.0,,419.35,244.2,508.2,4724.8,,,,,,43.8,"3 015,03","1 233,81","90,3557","76,3978"
779,10.11.2020,1093.2,65.34,172.92,4884.5,1188.2,,414.55,236.1,501.0,4696.0,,,,,,43.61,"2 998,61","1 232,87","91,4953","76,9515"
780,09.11.2020,1098.0,65.12,170.13,4755.0,1159.0,,395.4,228.05,479.3,4985.4,,,,,,42.4,"2 987,75","1 236,3","91,3514","77,1875"
781,06.11.2020,1090.8,59.66,164.92,4396.0,1094.4,,382.35,217.5,447.6,4927.0,,,,,,39.45,"2 895,62","1 178,28","92,1229","78,4559"
782,05.11.2020,1081.0,58.94,163.7,4321.5,1063.0,,382.4,216.7,442.7,4854.8,,,,,,40.93,"2 861,39","1 170,74","93,3447","80,0006"
783,03.11.2020,1107.2,58.0,161.09,4252.0,1030.8,,374.0,209.2,430.5,4591.0,,,,,,39.71,"2 786,42","1 108,15","93,7570","80,5749"
784,02.11.2020,1093.0,56.48,157.74,4162.0,1026.0,,359.2,204.5,419.3,4589.2,,,,,,38.97,"2 737,54","1 069,33","92,6284","79,3323"
785,30.10.2020,1085.0,57.3,154.28,4050.0,951.4,,349.8,200.99,412.6,4561.0,,,,,,37.94,"2 690,59","1 066,6","92,6011","78,8699"
786,29.10.2020,1056.0,56.72,156.74,4057.5,985.8,,353.0,205.58,405.7,4637.2,,,,,,37.65,"2 709,04","1 078,96","91,2632","77,5520"
787,28.10.2020,1040.2,55.08,154.3,4012.5,991.6,,350.9,204.73,401.0,4586.0,,,,,,39.12,"2 693,46","1 078,29","90,3552","76,4556"
788,27.10.2020,1062.8,57.58,159.21,4123.5,1032.0,,372.5,207.64,420.5,4600.8,,,,,,41.2,"2 763,03","1 131,36","90,4489","76,4443"
789,26.10.2020,1063.0,58.44,162.17,4223.0,1037.8,,374.55,211.1,430.1,4504.0,,,,,,40.46,"2 785,59","1 152,33","90,4142","76,4667"
790,23.10.2020,1067.0,59.82,164.96,4325.0,1058.6,,379.85,214.5,438.7,4523.2,,,,,,41.77,"2 816,7","1 164,06","91,3563","77,0809"
791,22.10.2020,1061.8,59.6,165.27,4307.5,1034.6,,381.8,210.21,424.6,4455.0,,,,,,42.46,"2 803,17","1 155,24","91,3448","77,0322"
792,21.10.2020,1009.2,58.42,164.37,4211.5,1043.2,,383.55,210.33,416.9,4410.2,,,,,,41.73,"2 786,23","1 143,42","91,5603","77,7780"
793,20.10.2020,1005.8,58.4,166.53,4270.0,1062.2,,384.6,209.54,421.2,4340.0,,,,,,43.16,"2 803,06","1 140,69","91,3115","77,9241"
794,19.10.2020,988.0,58.56,163.6,4194.0,1066.8,,381.55,202.78,415.7,4457.0,,,,,,42.62,"2 794,27","1 135,12","91,3041","77,9644"
795,16.10.2020,995.2,58.2,163.98,4253.0,1069.6,,382.95,201.17,429.2,4530.0,,,,,,42.93,"2 799,54","1 132,8","91,4542","77,9461"
796,15.10.2020,1001.8,57.98,167.16,4271.0,1067.0,,380.2,203.85,434.1,4754.4,,,,,,43.16,"2 817,29","1 132,29","90,7065","77,2759"
797,14.10.2020,1005.0,59.06,167.24,4364.5,1089.0,,385.4,207.83,443.4,4772.0,,,,,,43.32,"2 856,08","1 160,3","91,0732","77,2855"
798,13.10.2020,993.0,57.68,166.37,4374.5,1077.0,,378.85,205.03,442.6,4838.8,,,,,,42.45,"2 829,23","1 156,11","91,0037","77,0239"
799,12.10.2020,1010.0,59.66,169.05,4445.0,1099.8,,384.15,206.18,453.6,4759.8,,,,,,41.72,"2 846,14","1 162,91","90,7163","77,0284"
800,09.10.2020,999.6,60.26,166.97,4451.5,1090.8,,386.55,205.38,459.0,4683.0,,,,,,42.85,"2 834,09","1 164,34","91,6990","77,9157"
801,08.10.2020,1000.2,62.72,167.43,4498.0,1090.6,,392.5,207.97,464.5,4714.6,,,,,,43.34,"2 846,39","1 158,82","91,8129","78,0921"
802,07.10.2020,994.8,65.86,168.23,4474.0,1097.6,,388.85,210.6,468.1,4779.4,,,,,,41.99,"2 842,58","1 143,95","92,5184","78,5119"
803,06.10.2020,998.8,67.56,171.35,4519.5,1107.2,,390.2,211.18,472.5,4869.0,,,,,,42.65,"2 892,99","1 168,56","91,6599","78,1281"
804,05.10.2020,1005.4,65.74,170.64,4479.0,1070.6,,390.6,208.89,473.5,4980.0,,,,,,41.29,"2 881,98","1 157,86","91,5779","78,0915"
805,02.10.2020,1001.6,69.0,169.47,4379.0,1060.4,,380.45,208.8,453.1,4907.0,,,,,,39.27,"2 852,42","1 148,07","90,7237","77,2774"
806,01.10.2020,996.6,71.16,168.4,4408.5,1050.4,,385.45,227.23,458.5,4928.8,,,,,,40.93,"2 889,8","1 174,49","92,4302","78,7847"
807,30.09.2020,992.0,74.12,169.97,4470.0,1064.0,,383.0,229.14,463.6,5062.0,,,,,,40.95,"2 905,81","1 178,51","93,0237","79,6845"
808,29.09.2020,1008.0,74.42,171.44,4508.5,1073.2,,384.0,225.48,464.7,5095.0,,,,,,41.03,"2 910,12","1 155,67","91,4790","78,6713"
809,28.09.2020,983.0,75.78,172.74,4627.0,1092.0,,385.9,228.63,474.5,5080.0,,,,,,42.43,"2 927,17","1 166,86","89,6637","76,8195"
810,25.09.2020,984.6,74.18,173.77,4560.0,1081.4,,381.4,228.24,464.0,4934.0,,,,,,41.92,"2 896,83","1 164,68","89,9818","77,1780"
811,24.09.2020,975.0,75.7,174.23,4563.0,1063.0,,376.7,228.17,467.5,4775.0,,,,,,41.94,"2 912,76","1 188,98","89,2508","76,3545"
812,23.09.2020,968.0,77.12,177.0,4456.0,1054.0,,370.75,228.5,460.0,5008.6,,,,,,41.77,"2 916,39","1 195,77","89,4813","76,2711"
813,22.09.2020,976.2,77.8,179.0,4529.0,1087.6,,374.8,229.88,479.7,4900.0,,,,,,41.72,"2 884,66","1 193,06","90,0063","76,0381"
814,21.09.2020,972.2,79.3,177.17,4511.0,1092.0,,368.3,226.25,480.7,4527.8,,,,,,41.44,"2 863,67","1 181,24","88,9578","75,0319"
815,18.09.2020,976.0,81.78,181.52,4677.0,1122.0,,376.5,230.3,507.8,4628.0,,,,,,43.15,"2 951,79","1 228,64","88,6313","75,1941"
816,17.09.2020,989.8,82.2,183.9,4793.5,1125.0,,382.55,231.46,517.4,4595.0,,,,,,43.3,"2 971,74","1 243,29","88,8644","74,9278"
817,16.09.2020,987.2,82.66,183.26,4863.5,1114.4,,385.75,231.06,531.4,4637.0,,,,,,42.22,"2 975,01","1 251,86","89,3614","75,1884"
818,15.09.2020,997.0,82.38,182.22,4876.0,1118.2,,385.3,231.5,552.8,4685.8,,,,,,40.53,"2 980,58","1 253,68","88,5819","74,7148"
819,14.09.2020,987.4,82.04,178.19,4752.5,1091.2,,374.45,227.37,538.9,4730.0,,,,,,39.61,"2 928,38","1 228,48","88,6768","74,8896"
820,11.09.2020,968.0,81.72,178.05,4725.5,1077.8,,370.05,221.07,537.6,4662.0,,,,,,39.83,"2 910,51","1 223,05","89,3036","75,5274"
821,10.09.2020,966.0,81.66,173.8,4661.0,1078.0,,366.9,220.6,528.0,4597.8,,,,,,40.06,"2 897,55","1 216,59","89,5663","76,0713"
822,09.09.2020,943.6,81.98,173.69,4709.0,1092.0,,371.8,218.0,529.7,4743.4,,,,,,40.79,"2 876,07","1 201,34","89,7369","75,9645"
823,08.09.2020,928.6,81.26,172.95,4719.5,1102.8,,367.9,217.68,523.9,4670.2,,,,,,39.78,"2 888,79","1 189,47","89,4771","75,5910"
824,07.09.2020,929.6,81.96,177.04,4795.0,1113.6,,371.4,221.32,533.9,4975.0,,,,,,41.9,"2 932,29","1 218,52","89,0384","75,1823"
825,04.09.2020,947.4,81.8,179.55,4858.0,1130.4,,372.5,222.21,536.4,4885.0,,,,,,42.66,"2 921,55","1 220,01","89,1353","75,4680"
826,03.09.2020,943.6,80.86,179.13,4814.0,1095.0,,366.2,218.32,532.6,4917.8,,,,,,43.99,"2 931,92","1 223,21","87,7369","73,8588"
827,02.09.2020,951.0,81.4,181.95,4852.0,1097.0,,371.5,222.57,545.0,5070.0,,,,,,44.43,"2 956,5","1 234,82","88,1547","73,5849"
828,01.09.2020,946.4,82.14,184.22,4949.0,1106.0,,373.9,227.64,549.5,5033.0,,,,,,45.58,2 975,"1 274,5","87,8266","73,8039"
829,31.08.2020,931.0,81.02,181.01,4991.0,1103.0,,373.2,226.1,547.8,5089.4,,,,,,45.55,"2 966,2","1 258,6","88,7448","74,6382"
830,28.08.2020,943.6,82.24,182.9,5082.0,1096.4,,380.65,226.3,556.8,4845.0,,,,,,45.05,"2 980,17","1 265,62","88,9960","75,2354"
831,27.08.2020,952.2,82.86,184.58,5174.0,1110.4,,389.65,226.23,561.4,4842.8,,,,,,45.6,"3 012,01","1 264,86","89,2254","75,5379"
832,26.08.2020,962.4,83.38,187.48,5278.0,1138.4,,397.5,227.8,571.6,4973.6,,,,,,45.64,"3 051,97","1 273,24","88,0590","74,5126"
833,25.08.2020,962.8,83.0,186.25,5220.0,1138.0,,392.8,228.08,571.0,5055.0,,,,,,45.86,"3 029,05","1 267,16","87,9030","74,4184"
834,24.08.2020,962.6,84.12,187.1,5186.0,1141.4,,388.65,231.81,570.7,4913.4,,,,,,45.01,"3 029,42","1 281,52","87,7343","74,0999"
835,21.08.2020,960.2,83.12,184.51,5092.5,1120.6,,382.8,231.22,566.1,4772.0,,,,,,44.35,"2 995,61","1 262,01","87,4261","73,7711"
836,20.08.2020,957.8,83.26,186.95,5137.5,1127.8,,381.6,232.48,572.8,4700.0,,,,,,44.9,"2 993,69","1 272,81","87,4037","73,2392"
837,19.08.2020,966.0,83.5,189.26,5246.5,1147.2,,388.5,239.4,590.9,4620.0,,,,,,45.37,"3 056,54","1 316,32","87,3401","73,4321"
838,18.08.2020,960.8,83.44,190.3,5268.5,1154.4,,391.85,236.3,597.6,4503.0,,,,,,45.46,"3 050,7","1 311,52","86,4666","72,9676"
839,17.08.2020,968.4,84.96,190.47,5281.5,1162.6,,389.55,237.8,600.1,4500.0,,,,,,45.37,"3 052,46","1 308,71","86,4092","73,2157"
840,14.08.2020,965.6,86.1,192.83,5284.5,1180.2,,387.95,239.99,608.5,4389.6,,,,,,44.93,"3 061,99","1 323,8","87,0399","73,6067"
841,13.08.2020,970.0,86.26,193.76,5312.0,1150.0,,387.3,241.39,604.9,4366.0,,,,,,44.96,"3 080,44","1 326,13","85,9560","73,2351"
842,12.08.2020,973.6,85.82,192.8,5303.0,1153.4,,377.85,242.4,605.6,4288.8,,,,,,45.43,"3 053,99","1 307,12","85,9246","73,1522"
843,11.08.2020,944.4,83.22,189.7,5170.0,1115.0,,367.2,232.65,581.0,4185.8,,,,,,44.5,"3 005,63","1 296,01","86,8258","73,7750"
844,10.08.2020,933.2,83.0,187.7,5112.0,1107.4,,368.25,225.99,559.8,4205.0,,,,,,44.99,"2 960,78","1 267,96","87,1722","73,6376"
845,07.08.2020,924.8,81.48,187.23,5088.0,1104.8,,367.15,227.28,559.4,4360.0,,,,,,44.4,"2 972,35","1 271,43","86,6178","73,0397"
846,06.08.2020,939.8,82.06,189.07,5130.0,1108.4,,369.0,226.0,561.4,4413.8,,,,,,45.09,"2 988,5","1 282,44","86,6250","73,2806"
847,05.08.2020,940.6,81.96,189.15,5136.0,1096.2,,364.5,226.4,558.4,4340.2,,,,,,45.17,"2 992,78","1 295,27","86,5011","73,3806"
848,04.08.2020,934.6,82.08,183.31,5038.5,1066.4,,359.8,227.16,546.8,4312.0,,,,,,44.43,"2 940,46","1 260,16","87,2253","74,1586"
849,03.08.2020,916.8,83.86,183.6,5037.0,1065.8,,356.45,226.72,547.2,4288.6,,,,,,44.15,"2 929,97","1 257,42","87,2889","73,4261"
850,31.07.2020,912.6,83.2,182.59,5087.5,1089.4,,356.9,221.57,554.7,4257.0,,,,,,43.3,"2 911,57","1 234,44","86,2532","73,3633"
851,30.07.2020,908.4,82.54,182.52,5115.0,1080.8,,355.85,218.15,558.4,4191.0,,,,,,42.94,"2 882,63","1 232,35","84,9120","72,2348"
852,29.07.2020,925.4,83.5,184.69,5184.5,1089.6,,360.4,219.18,563.0,4187.8,,,,,,43.75,"2 918,42","1 266,01","84,2610","71,9196"
853,28.07.2020,919.2,83.74,184.3,5023.0,1080.0,,355.4,215.53,557.0,4114.4,,,,,,43.22,"2 895,45","1 257,69","83,7759","71,5850"
854,27.07.2020,909.6,87.64,185.03,5013.5,1082.0,,358.25,216.9,560.9,4123.0,,,,,,43.41,"2 884,88","1 266,16","83,1031","71,5974"
855,24.07.2020,894.2,88.36,185.45,4987.0,1093.0,,359.75,215.97,564.7,4017.2,,,,,,43.34,"2 863,12","1 255,98","82,1893","70,9630"
856,23.07.2020,889.6,85.14,184.69,4974.0,1082.4,,360.0,215.41,559.0,4002.8,,,,,,43.31,"2 851,79","1 261,62","81,5904","70,7881"
857,22.07.2020,896.6,86.08,187.15,5037.0,1098.4,,364.7,216.71,560.9,4010.0,,,,,,44.29,"2 834,65","1 255,1","81,2499","70,9668"
858,21.07.2020,894.2,87.56,186.78,4953.0,1099.0,,364.45,215.73,560.4,3964.0,,,,,,44.32,"2 825,71","1 259,72","82,3902","71,9628"
859,20.07.2020,887.6,84.44,188.36,4937.0,1094.0,,361.35,213.89,554.9,4029.0,,,,,,43.28,"2 802,24","1 235,85","81,6821","71,7139"
860,17.07.2020,878.2,83.2,184.65,4946.5,1086.8,,359.85,210.81,550.9,3950.0,,,,,,43.14,"2 774,79","1 216,17","81,2318","71,2310"
861,16.07.2020,879.8,82.3,183.32,4944.5,1067.2,,361.1,211.35,553.6,3824.0,,,,,,43.37,"2 760,01","1 219,93","80,8392","70,7998"
862,15.07.2020,883.8,83.3,182.26,4949.5,1069.8,,358.45,211.09,553.3,3882.8,,,,,,43.79,"2 747,91","1 219,26","80,6230","71,1275"
863,14.07.2020,876.0,81.66,193.6,4884.0,1059.4,,355.0,209.5,547.9,3772.0,,,,,,42.9,"2 744,54","1 216,79","80,0937","70,7479"
864,13.07.2020,872.8,80.84,195.7,4926.5,1036.4,,354.95,208.39,546.5,3678.0,,,,,,42.72,"2 766,79","1 234,5","80,2689","71,2298"
865,10.07.2020,880.2,81.56,200.94,5098.0,1039.0,,364.0,212.28,562.7,3633.0,,,,,,43.24,"2 800,94","1 245,65","80,4134","70,8800"
866,09.07.2020,876.2,80.88,199.44,5087.0,1025.8,,364.25,209.11,552.5,3637.8,,,,,,42.35,"2 782,43","1 234,42","80,4062","71,2379"
867,08.07.2020,894.0,80.9,201.17,5457.0,1045.4,,366.15,210.97,560.6,3581.8,,,,,,43.29,"2 815,83","1 245,54","81,4676","72,1719"
868,07.07.2020,892.2,80.28,197.96,5464.0,1034.4,,365.85,210.53,565.5,3598.8,,,,,,43.08,"2 825,21","1 247,83","80,5581","71,3409"
869,06.07.2020,901.0,81.24,199.99,5483.5,1047.4,,368.8,214.61,570.6,3639.0,,,,,,43.1,"2 835,18","1 247,14","79,2207","70,4999"
870,03.07.2020,884.2,80.98,197.2,5416.5,1048.6,,365.35,210.95,568.0,3549.6,,,,,,42.8,"2 801,66","1 235,18","79,5181","70,5198"
871,02.07.2020,869.0,81.62,195.28,5416.0,1043.0,,366.05,209.6,567.5,3548.6,,,,,,43.14,"2 788,79","1 248,28","79,1901","70,4413"
872,30.06.2020,864.0,82.34,194.31,5313.0,1022.0,,361.8,203.22,556.3,3545.6,,,,,,41.14,"2 743,2","1 212,63","78,6812","69,9513"
873,29.06.2020,854.8,82.9,197.94,5315.0,1043.8,,365.5,205.8,568.4,3467.0,,,,,,41.46,"2 767,95","1 239,81","77,5413","69,1284"
874,26.06.2020,851.6,79.38,193.0,5321.5,1045.0,,367.05,203.15,572.6,3430.0,,,,,,40.71,"2 761,74","1 246,74","78,0589","69,4660"
875,25.06.2020,861.4,80.58,192.25,5394.0,1064.0,,371.5,206.92,584.7,3499.0,,,,,,41.05,"2 760,75","1 257,18","77,7590","68,8376"
876,23.06.2020,872.0,81.2,194.83,5452.0,1076.2,,373.6,207.3,588.6,3358.6,,,,,,42.63,"2 791,97","1 281,18","77,8285","69,4835"
877,22.06.2020,870.6,82.1,194.3,5469.0,1081.4,,375.65,206.4,589.1,3254.2,,,,,,43.03,"2 763,29","1 256,77","78,0047","69,5725"
878,19.06.2020,872.2,81.7,195.81,5460.0,1079.0,,376.15,207.0,586.5,3155.0,,,,,,42.19,"2 758,67","1 249,67","78,2924","69,6180"
879,18.06.2020,874.4,81.0,193.0,5347.0,1075.2,,373.65,203.77,576.0,3108.0,,,,,,41.46,"2 724,33","1 230,71","78,3829","69,4822"
880,17.06.2020,883.6,85.0,195.86,5343.0,1072.2,,371.75,208.14,565.4,3068.2,,,,,,40.53,"2 740,1","1 237,93","79,0434","69,7524"
881,16.06.2020,880.0,89.6,196.59,5392.0,1075.4,,371.4,207.76,581.0,3009.0,,,,,,40.67,"2 748,3","1 242,72","79,1451","70,3950"
882,15.06.2020,879.2,87.64,194.2,5264.0,1060.0,,366.15,207.32,581.6,2967.4,,,,,,39.79,"2 719,06","1 221,6","78,5225","69,1219"
883,11.06.2020,939.0,87.7,196.74,5350.0,1068.4,,376.1,208.35,577.0,2850.0,,,,,,38.33,"2 743,8","1 238,11","77,9229","68,6183"
884,10.06.2020,950.4,89.28,201.75,5342.0,1092.0,,400.3,212.53,595.9,2881.2,,,,,,41.22,"2 785,18","1 277,58","77,3481","68,6745"
885,09.06.2020,948.0,92.4,204.84,5425.0,1078.0,,402.0,217.23,586.5,2902.0,,,,,,40.64,"2 795,9","1 284,31","77,1861","68,3123"
886,08.06.2020,944.0,95.7,204.91,5372.0,1080.0,,400.15,220.3,578.4,2873.2,,,,,,40.76,"2 796,3","1 288,71","77,9658","68,6319"
887,05.06.2020,949.0,89.8,203.05,5460.0,1086.4,,401.95,219.1,569.9,2884.0,,,,,,42.3,"2 792,74","1 285,78","77,3245","69,0151"
888,04.06.2020,940.6,85.96,201.46,5430.0,1067.6,,390.05,213.1,559.2,2861.6,,,,,,39.94,"2 766,26","1 257,31","76,6243","68,3413"
889,03.06.2020,954.6,86.6,208.0,5549.5,1066.8,,396.95,221.5,569.0,2867.6,,,,,,39.79,"2 831,08","1 301,88","76,7782","68,9831"
890,02.06.2020,945.0,84.4,201.97,5400.0,1066.0,,387.0,212.0,560.1,2837.8,,,,,,39.6,"2 796,51","1 277,85","77,6376","69,7114"
891,01.06.2020,939.0,81.88,198.72,5318.0,1039.2,,378.7,203.66,542.5,2846.0,,,,,,38.32,"2 750,24","1 247,61","78,5489","70,7520"
892,29.05.2020,934.6,78.06,199.95,5242.5,1029.6,,376.2,200.5,532.0,2833.2,,,,,,37.84,"2 734,83","1 219,76","78,2611","71,1012"
893,28.05.2020,940.0,79.2,196.86,5392.0,1084.0,,377.45,205.0,565.0,2888.0,,,,,,35.29,"2 779,98","1 241,77","77,9069","71,0635"
894,27.05.2020,919.4,77.9,194.73,5352.5,1068.0,,374.9,198.51,559.8,2826.0,,,,,,34.74,"2 741,02","1 212,2","77,7854","71,1408"
895,26.05.2020,905.0,74.46,196.86,5445.0,1093.0,,374.4,194.0,559.9,2913.2,,,,,,36.17,"2 754,04","1 224,99","77,8823","71,5962"
896,25.05.2020,908.0,73.6,197.55,5412.5,1096.0,,373.95,191.0,557.0,2960.6,,,,,,35.53,"2 757,93","1 213,41","78,4431","71,8804"
897,22.05.2020,872.0,73.0,194.35,5317.0,1078.4,,364.5,188.9,544.0,2905.0,,,,,,35.13,"2 709,38","1 188,47","77,7965","70,9240"
898,21.05.2020,863.6,72.68,194.74,5286.0,1093.0,,367.0,192.4,540.0,2910.8,,,,,,36.06,"2 718,67","1 206,28","79,1813","72,3381"
899,20.05.2020,884.4,73.02,196.74,5450.0,1140.0,,380.25,193.98,566.5,2964.6,,,,,,35.75,"2 770,79","1 225,47","79,1677","72,3918"
900,19.05.2020,862.4,72.62,194.2,5272.0,1077.0,,376.5,189.0,549.6,2970.0,,,,,,34.65,"2 711,72","1 177,24","78,9422","72,9798"
901,18.05.2020,861.0,71.56,192.5,5170.5,1060.0,,375.05,188.93,549.0,2945.0,,,,,,34.81,"2 694,25","1 167,88","79,1279","73,2056"
902,15.05.2020,824.2,70.94,183.85,4874.5,1008.2,,350.05,183.85,514.2,2839.6,,,,,,32.5,"2 593,91","1 107,49","79,9033","73,9298"
903,14.05.2020,823.4,72.16,183.91,4870.0,1003.0,,347.15,183.81,522.6,2821.8,,,,,,31.13,"2 590,31","1 102,98","79,7775","73,5819"
904,13.05.2020,838.0,72.0,184.2,4819.0,1002.6,,348.0,187.31,517.8,2893.4,,,,,,29.19,"2 604,98","1 110,37","79,4394","73,4326"
905,12.05.2020,853.4,72.32,186.17,4897.5,1028.0,,351.1,191.4,541.9,2977.0,,,,,,29.98,"2 642,04","1 137,28","80,0039","73,8725"
906,08.05.2020,871.4,72.88,185.34,4832.0,1032.0,,348.0,196.02,546.5,2975.2,,,,,,30.97,"2 641,55","1 136,34","80,0611","74,1169"
