,Дата,severstal,aeroflot,gazprom,lukoil,novatek,ozon,rosneft,sber,tatneft,yandex,SU26207RMFS9,SU26227RMFS7,SU26238RMFS4,SU26243RMFS4,SU25085RMFS0,brent,moex,rts,Евро,Доллар США
1159,13.02.2021,,,,,,,,,,,,,,,,,,,"89,6052","73,9378"
1160,14.02.2021,,,,,,,,,,,,,,,,,,,"89,6052","73,9378"
1161,21.02.2021,,,,,,,,,,,,,,,,,,,"89,6604","73,9833"
1162,27.02.2021,,,,,,,,,,,,,,,,,,,"90,3743","74,4373"
1163,28.02.2021,,,,,,,,,,,,,,,,,,,"90,3743","74,4373"
1164,06.03.2021,,,,,,,,,,,,,,,,,,,"88,9334","74,4275"
1165,07.03.2021,,,,,,,,,,,,,,,,,,,"88,9334","74,4275"
1166,13.03.2021,,,,,,,,,,,,,,,,,,,"87,7981","73,5081"
1167,14.03.2021,,,,,,,,,,,,,,,,,,,"87,7981","73,5081"
1168,20.03.2021,,,,,,,,,,,,,,,,,,,"88,4330","74,1390"
1169,21.03.2021,,,,,,,,,,,,,,,,,,,"88,4330","74,1390"
1170,27.03.2021,,,,,,,,,,,,,,,,,,,"89,2576","75,7576"
1171,28.03.2021,,,,,,,,,,,,,,,,,,,"89,2576","75,7576"
1172,03.04.2021,,,,,,,,,,,,,,,,,,,"89,5916","76,0734"
1173,04.04.2021,,,,,,,,,,,,,,,,,,,"89,5916","76,0734"
1174,10.04.2021,,,,,,,,,,,,,,,,,,,"91,7809","77,1657"
1175,11.04.2021,,,,,,,,,,,,,,,,,,,"91,7809","77,1657"
1176,17.04.2021,,,,,,,,,,,,,,,,,,,"90,4602","75,5535"
1177,18.04.2021,,,,,,,,,,,,,,,,,,,"90,4602","75,5535"
1178,24.04.2021,,,,,,,,,,,,,,,,,,,"90,4676","75,0893"
1179,25.04.2021,,,,,,,,,,,,,,,,,,,"90,4676","75,0893"
1180,01.05.2021,,,,,,,,,,,,,,,,,,,"90,5850","74,8451"
1181,02.05.2021,,,,,,,,,,,,,,,,,,,"90,5850","74,8451"
1182,08.05.2021,,,,,,,,,,,,,,,,,,,"89,5060","74,1373"
1183,09.05.2021,,,,,,,,,,,,,,,,,,,"89,5060","74,1373"
1184,15.05.2021,,,,,,,,,,,,,,,,,,,"89,6249","73,9968"
1185,16.05.2021,,,,,,,,,,,,,,,,,,,"89,6249","73,9968"
1186,22.05.2021,,,,,,,,,,,,,,,,,,,"89,9446","73,5803"
1187,23.05.2021,,,,,,,,,,,,,,,,,,,"89,9446","73,5803"
1188,29.05.2021,,,,,,,,,,,,,,,,,,,"89,6731","73,5870"
1189,30.05.2021,,,,,,,,,,,,,,,,,,,"89,6731","73,5870"
1190,05.06.2021,,,,,,,,,,,,,,,,,,,"88,7545","73,2721"
1191,06.06.2021,,,,,,,,,,,,,,,,,,,"88,7545","73,2721"
1192,12.06.2021,,,,,,,,,,,,,,,,,,,"87,3274","71,6797"
1193,13.06.2021,,,,,,,,,,,,,,,,,,,"87,3274","71,6797"
1194,19.06.2021,,,,,,,,,,,,,,,,,,,"85,9943","72,2216"
1195,20.06.2021,,,,,,,,,,,,,,,,,,,"85,9943","72,2216"
1196,26.06.2021,,,,,,,,,,,,,,,,,,,"86,1919","72,1694"
1197,27.06.2021,,,,,,,,,,,,,,,,,,,"86,1919","72,1694"
1198,03.07.2021,,,,,,,,,,,,,,,,,,,"87,0748","73,6175"
1199,04.07.2021,,,,,,,,,,,,,,,,,,,"87,0748","73,6175"
1200,10.07.2021,,,,,,,,,,,,,,,,,,,"88,1397","74,4675"
1201,11.07.2021,,,,,,,,,,,,,,,,,,,"88,1397","74,4675"
1202,17.07.2021,,,,,,,,,,,,,,,,,,,"87,5673","74,1656"
1203,18.07.2021,,,,,,,,,,,,,,,,,,,"87,5673","74,1656"
1204,24.07.2021,,,,,,,,,,,,,,,,,,,"86,8451","73,7663"
1205,25.07.2021,,,,,,,,,,,,,,,,,,,"86,8451","73,7663"
1206,31.07.2021,,,,,,,,,,,,,,,,,,,"86,9913","73,1388"
1207,01.08.2021,,,,,,,,,,,,,,,,,,,"86,9913","73,1388"
1208,07.08.2021,,,,,,,,,,,,,,,,,,,"86,4621","73,1304"
1209,08.08.2021,,,,,,,,,,,,,,,,,,,"86,4621","73,1304"
1210,14.08.2021,,,,,,,,,,,,,,,,,,,"86,2195","73,4721"
1211,15.08.2021,,,,,,,,,,,,,,,,,,,"86,2195","73,4721"
1212,21.08.2021,,,,,,,,,,,,,,,,,,,"86,8646","74,3640"
1213,22.08.2021,,,,,,,,,,,,,,,,,,,"86,8646","74,3640"
1214,28.08.2021,,,,,,,,,,,,,,,,,,,"87,0304","73,9866"
1215,29.08.2021,,,,,,,,,,,,,,,,,,,"87,0304","73,9866"
1216,04.09.2021,,,,,,,,,,,,,,,,,,,"86,5366","72,8545"
1217,05.09.2021,,,,,,,,,,,,,,,,,,,"86,5366","72,8545"
1218,11.09.2021,,,,,,,,,,,,,,,,,,,"86,1478","72,7600"
1219,12.09.2021,,,,,,,,,,,,,,,,,,,"86,1478","72,7600"
1220,18.09.2021,,,,,,,,,,,,,,,,,,,"85,4614","72,5602"
1221,19.09.2021,,,,,,,,,,,,,,,,,,,"85,4614","72,5602"
1222,25.09.2021,,,,,,,,,,,,,,,,,,,"85,6823","73,0081"
1223,26.09.2021,,,,,,,,,,,,,,,,,,,"85,6823","73,0081"
1224,02.10.2021,,,,,,,,,,,,,,,,,,,"84,4577","72,9215"
1225,03.10.2021,,,,,,,,,,,,,,,,,,,"84,4577","72,9215"
1226,09.10.2021,,,,,,,,,,,,,,,,,,,"83,1248","71,9882"
1227,10.10.2021,,,,,,,,,,,,,,,,,,,"83,1248","71,9882"
1228,16.10.2021,,,,,,,,,,,,,,,,,,,"82,7276","71,2371"
1229,17.10.2021,,,,,,,,,,,,,,,,,,,"82,7276","71,2371"
1230,23.10.2021,,,,,,,,,,,,,,,,,,,"82,4979","70,8623"
1231,24.10.2021,,,,,,,,,,,,,,,,,,,"82,4979","70,8623"
1232,30.10.2021,,,,,,,,,,,,,,,,,,,"82,2898","70,5200"
1233,31.10.2021,,,,,,,,,,,,,,,,,,,"82,2898","70,5200"
1234,06.11.2021,,,,,,,,,,,,,,,,,,,"82,8112","71,4876"
1235,07.11.2021,,,,,,,,,,,,,,,,,,,"82,8112","71,4876"
1236,13.11.2021,,,,,,,,,,,,,,,,,,,"82,2173","71,8118"
1237,14.11.2021,,,,,,,,,,,,,,,,,,,"82,2173","71,8118"
1238,20.11.2021,,,,,,,,,,,,,,,,,,,"82,5845","72,7617"
1239,21.11.2021,,,,,,,,,,,,,,,,,,,"82,5845","72,7617"
1240,27.11.2021,,,,,,,,,,,,,,,,,,,"84,9526","75,5873"
1241,28.11.2021,,,,,,,,,,,,,,,,,,,"84,9526","75,5873"
1242,04.12.2021,,,,,,,,,,,,,,,,,,,"83,2406","73,7426"
1243,05.12.2021,,,,,,,,,,,,,,,,,,,"83,2406","73,7426"
1244,11.12.2021,,,,,,,,,,,,,,,,,,,"83,1158","73,6059"
1245,12.12.2021,,,,,,,,,,,,,,,,,,,"83,1158","73,6059"
1246,18.12.2021,,,,,,,,,,,,,,,,,,,"83,5026","73,7330"
1247,19.12.2021,,,,,,,,,,,,,,,,,,,"83,5026","73,7330"
1248,25.12.2021,,,,,,,,,,,,,,,,,,,"82,9300","73,1886"
1249,26.12.2021,,,,,,,,,,,,,,,,,,,"82,9300","73,1886"
1250,01.01.2022,,,,,,,,,,,,,,,,,,,"84,0695","74,2926"
1251,02.01.2022,,,,,,,,,,,,,,,,,,,"84,0695","74,2926"
1252,08.01.2022,,,,,,,,,,,,,,,,,,,"84,0695","74,2926"
1253,09.01.2022,,,,,,,,,,,,,,,,,,,"84,0695","74,2926"
1254,15.01.2022,,,,,,,,,,,,,,,,,,,"86,8894","75,7668"
1255,16.01.2022,,,,,,,,,,,,,,,,,,,"86,8894","75,7668"
1256,22.01.2022,,,,,,,,,,,,,,,,,,,"86,9054","76,6903"
1257,23.01.2022,,,,,,,,,,,,,,,,,,,"86,9054","76,6903"
1258,29.01.2022,,,,,,,,,,,,,,,,,,,"86,6419","77,8174"
1259,30.01.2022,,,,,,,,,,,,,,,,,,,"86,6419","77,8174"
1260,05.02.2022,,,,,,,,,,,,,,,,,,,"87,1163","76,0509"
1261,06.02.2022,,,,,,,,,,,,,,,,,,,"87,1163","76,0509"
1262,12.02.2022,,,,,,,,,,,,,,,,,,,"85,3574","74,9867"
1263,13.02.2022,,,,,,,,,,,,,,,,,,,"85,3574","74,9867"
1264,19.02.2022,,,,,,,,,,,,,,,,,,,"86,1489","75,7619"
1265,20.02.2022,,,,,,,,,,,,,,,,,,,"86,1489","75,7619"
1266,26.02.2022,,,,,,,,,,,,,,,,,,,"93,5994","83,5485"
1267,27.02.2022,,,,,,,,,,,,,,,,,,,"93,5994","83,5485"
1268,05.03.2022,,,,,,,,,,,,,,,,,,,"116,5312","105,8124"
1269,06.03.2022,,,,,,,,,,,,,,,,,,,"115,6212","105,8124"
1270,12.03.2022,,,,,,,,,,,,,,,,,,,"128,9523","116,7517"
1271,13.03.2022,,,,,,,,,,,,,,,,,,,"128,9523","116,7517"
1272,19.03.2022,,,,,,,,,,,,,,,,,,,"114,3996","103,9524"
1273,20.03.2022,,,,,,,,,,,,,,,,,,,"114,3996","103,9524"
1274,26.03.2022,,,,,,,,,,,,,,,,,,,"105,2662","95,6618"
1275,27.03.2022,,,,,,,,,,,,,,,,,,,"105,2662","95,6618"
1276,02.04.2022,,,,,,,,,,,,,,,,,,,"92,1468","83,4285"
1277,03.04.2022,,,,,,,,,,,,,,,,,,,"92,1468","83,4285"
1278,09.04.2022,,,,,,,,,,,,,,,,,,,"81,7064","74,8501"
1279,10.04.2022,,,,,,,,,,,,,,,,,,,"81,7064","74,8501"
1280,16.04.2022,,,,,,,,,,,,,,,,,,,"87,0715","80,0437"
1281,17.04.2022,,,,,,,,,,,,,,,,,,,"87,0715","80,0437"
1282,23.04.2022,,,,,,,,,,,,,,,,,,,"80,0249","73,5050"
1283,24.04.2022,,,,,,,,,,,,,,,,,,,"80,0249","73,5050"
1284,30.04.2022,,,,,,,,,,,,,,,,,,,"74,5589","71,0237"
1285,01.05.2022,,,,,,,,,,,,,,,,,,,"74,5589","71,0237"
1286,07.05.2022,,,,,,,,,,,,,,,,,,,"71,0963","67,3843"
1287,08.05.2022,,,,,,,,,,,,,,,,,,,"71,0963","67,3843"
1288,14.05.2022,,,,,,,,,,,,,,,,,,,"65,7939","63,7799"
1289,15.05.2022,,,,,,,,,,,,,,,,,,,"65,7939","63,7799"
1290,21.05.2022,,,,,,,,,,,,,,,,,,,"60,8953","58,8862"
1291,22.05.2022,,,,,,,,,,,,,,,,,,,"60,8953","58,8862"
1292,28.05.2022,,,,,,,,,,,,,,,,,,,"69,4353","66,4029"
1293,29.05.2022,,,,,,,,,,,,,,,,,,,"69,4353","66,4029"
1294,04.06.2022,,,,,,,,,,,,,,,,,,,"65,9191","61,9659"
1295,05.06.2022,,,,,,,,,,,,,,,,,,,"65,9191","61,9659"
1296,11.06.2022,,,,,,,,,,,,,,,,,,,"60,9656","57,7780"
1297,12.06.2022,,,,,,,,,,,,,,,,,,,"60,9656","57,7780"
1298,18.06.2022,,,,,,,,,,,,,,,,,,,"59,3299","56,7101"
1299,19.06.2022,,,,,,,,,,,,,,,,,,,"59,3299","56,7101"
1300,25.06.2022,,,,,,,,,,,,,,,,,,,"55,9640","53,3234"
1301,26.06.2022,,,,,,,,,,,,,,,,,,,"55,9640","53,3234"
1302,02.07.2022,,,,,,,,,,,,,,,,,,,"56,3584","53,7676"
1303,03.07.2022,,,,,,,,,,,,,,,,,,,"56,3584","53,7676"
1304,09.07.2022,,,,,,,,,,,,,,,,,,,"62,0499","61,2664"
1305,10.07.2022,,,,,,,,,,,,,,,,,,,"62,0499","61,2664"
1306,16.07.2022,,,,,,,,,,,,,,,,,,,"57,8851","57,8323"
1307,17.07.2022,,,,,,,,,,,,,,,,,,,"57,8851","57,8323"
1308,23.07.2022,,,,,,,,,,,,,,,,,,,"57,7608","57,3917"
1309,24.07.2022,,,,,,,,,,,,,,,,,,,"57,7608","57,3917"
1310,30.07.2022,,,,,,,,,,,,,,,,,,,"62,5695","61,3101"
1311,31.07.2022,,,,,,,,,,,,,,,,,,,"62,5695","61,3101"
1312,06.08.2022,,,,,,,,,,,,,,,,,,,"61,3610","60,3696"
1313,07.08.2022,,,,,,,,,,,,,,,,,,,"61,3610","60,3696"
1314,13.08.2022,,,,,,,,,,,,,,,,,,,"62,5355","60,8993"
1315,14.08.2022,,,,,,,,,,,,,,,,,,,"62,5355","60,8993"
1316,20.08.2022,,,,,,,,,,,,,,,,,,,"59,3934","59,1321"
1317,21.08.2022,,,,,,,,,,,,,,,,,,,"59,3934","59,1321"
1318,27.08.2022,,,,,,,,,,,,,,,,,,,"59,8784","60,0924"
1319,28.08.2022,,,,,,,,,,,,,,,,,,,"59,8784","60,0924"
1320,03.09.2022,,,,,,,,,,,,,,,,,,,"60,2187","60,3713"
1321,04.09.2022,,,,,,,,,,,,,,,,,,,"60,2187","60,3713"
1322,10.09.2022,,,,,,,,,,,,,,,,,,,"60,8571","60,4696"
1323,11.09.2022,,,,,,,,,,,,,,,,,,,"60,8571","60,4696"
1324,17.09.2022,,,,,,,,,,,,,,,,,,,"59,8740","60,0316"
1325,18.09.2022,,,,,,,,,,,,,,,,,,,"59,8740","60,0316"
1326,24.09.2022,,,,,,,,,,,,,,,,,,,"56,4751","58,1006"
1327,25.09.2022,,,,,,,,,,,,,,,,,,,"56,4751","58,1006"
1328,01.10.2022,,,,,,,,,,,,,,,,,,,"52,7379","55,2987"
1329,02.10.2022,,,,,,,,,,,,,,,,,,,"52,7379","55,2987"
1330,08.10.2022,,,,,,,,,,,,,,,,,,,"59,9756","61,2475"
1331,09.10.2022,,,,,,,,,,,,,,,,,,,"59,9756","61,2475"
1332,15.10.2022,,,,,,,,,,,,,,,,,,,"62,4695","63,0558"
1333,16.10.2022,,,,,,,,,,,,,,,,,,,"62,4695","63,0558"
1334,22.10.2022,,,,,,,,,,,,,,,,,,,"59,8378","61,1958"
1335,23.10.2022,,,,,,,,,,,,,,,,,,,"59,8378","61,1958"
1336,29.10.2022,,,,,,,,,,,,,,,,,,,"61,1328","61,5343"
1337,30.10.2022,,,,,,,,,,,,,,,,,,,"61,1328","61,5343"
1338,05.11.2022,,,,,,,,,,,,,,,,,,,"60,6071","62,0955"
1339,06.11.2022,,,,,,,,,,,,,,,,,,,"60,6071","62,0955"
1340,12.11.2022,,,,,,,,,,,,,,,,,,,"61,5416","60,2179"
1341,13.11.2022,,,,,,,,,,,,,,,,,,,"61,5416","60,2179"
1342,19.11.2022,,,,,,,,,,,,,,,,,,,"62,4484","60,3741"
1343,20.11.2022,,,,,,,,,,,,,,,,,,,"62,4484","60,3741"
1344,26.11.2022,,,,,,,,,,,,,,,,,,,"62,8762","60,4797"
1345,27.11.2022,,,,,,,,,,,,,,,,,,,"62,8762","60,4797"
1346,03.12.2022,,,,,,,,,,,,,,,,,,,"64,9868","61,7749"
1347,04.12.2022,,,,,,,,,,,,,,,,,,,"64,9868","61,7749"
1348,10.12.2022,,,,,,,,,,,,,,,,,,,"65,8407","62,3813"
1349,11.12.2022,,,,,,,,,,,,,,,,,,,"65,8407","62,3813"
1350,17.12.2022,,,,,,,,,,,,,,,,,,,"68,7798","64,6078"
1351,18.12.2022,,,,,,,,,,,,,,,,,,,"68,7798","64,6078"
1352,24.12.2022,,,,,,,,,,,,,,,,,,,"73,0407","68,6760"
1353,25.12.2022,,,,,,,,,,,,,,,,,,,"73,0407","68,6760"
1354,31.12.2022,,,,,,,,,,,,,,,,,,,"75,6553","70,3375"
1355,01.01.2023,,,,,,,,,,,,,,,,,,,"75,6553","70,3375"
1356,02.01.2023,,,,,,,,,,,,,,,,,,,"75,6553","70,3375"
1357,07.01.2023,,,,,,,,,,,,,,,,,,,"75,6553","70,3375"
1358,08.01.2023,,,,,,,,,,,,,,,,,,,"75,6553","70,3375"
1359,14.01.2023,,,,,,,,,,,,,,,,,,,"73,1131","67,5744"
1360,15.01.2023,,,,,,,,,,,,,,,,,,,"73,1131","67,5744"
1361,21.01.2023,,,,,,,,,,,,,,,,,,,"74,3434","68,6656"
1362,22.01.2023,,,,,,,,,,,,,,,,,,,"74,3434","68,6656"
1363,28.01.2023,,,,,,,,,,,,,,,,,,,"75,4062","69,3372"
1364,29.01.2023,,,,,,,,,,,,,,,,,,,"75,4062","69,3372"
1365,04.02.2023,,,,,,,,,,,,,,,,,,,"76,7344","70,3847"
1366,05.02.2023,,,,,,,,,,,,,,,,,,,"76,7344","70,3847"
1367,11.02.2023,,,,,,,,,,,,,,,,,,,"78,0542","72,7923"
1368,12.02.2023,,,,,,,,,,,,,,,,,,,"78,0542","72,7923"
1369,18.02.2023,,,,,,,,,,,,,,,,,,,"79,6104","74,7588"
1370,19.02.2023,,,,,,,,,,,,,,,,,,,"79,6104","74,7588"
1371,25.02.2023,,,,,,,,,,,,,,,,,,,"79,5716","74,7087"
1372,26.02.2023,,,,,,,,,,,,,,,,,,,"79,5716","74,7087"
1373,04.03.2023,,,,,,,,,,,,,,,,,,,"80,0469","75,4592"
1374,05.03.2023,,,,,,,,,,,,,,,,,,,"80,0469","75,4592"
1375,11.03.2023,,,,,,,,,,,,,,,,,,,"80,4009","75,9406"
1376,12.03.2023,,,,,,,,,,,,,,,,,,,"80,4009","75,9406"
1377,18.03.2023,,,,,,,,,,,,,,,,,,,"81,4635","76,6044"
1378,19.03.2023,,,,,,,,,,,,,,,,,,,"81,4635","76,6044"
1379,25.03.2023,,,,,,,,,,,,,,,,,,,"82,3923","76,4479"
1380,26.03.2023,,,,,,,,,,,,,,,,,,,"82,3923","76,4479"
1381,01.04.2023,,,,,,,,,,,,,,,,,,,"84,1116","77,3233"
1382,02.04.2023,,,,,,,,,,,,,,,,,,,"84,1116","77,3233"
1383,08.04.2023,,,,,,,,,,,,,,,,,,,"90,2892","82,3988"
1384,09.04.2023,,,,,,,,,,,,,,,,,,,"90,2892","82,3988"
1385,15.04.2023,,,,,,,,,,,,,,,,,,,"90,1637","81,5045"
1386,16.04.2023,,,,,,,,,,,,,,,,,,,"90,1637","81,5045"
1387,22.04.2023,,,,,,,,,,,,,,,,,,,"89,3495","81,4863"
1388,23.04.2023,,,,,,,,,,,,,,,,,,,"89,3495","81,4863"
1389,29.04.2023,,,,,,,,,,,,,,,,,,,"88,3712","80,5093"
1390,30.04.2023,,,,,,,,,,,,,,,,,,,"88,3712","80,5093"
1391,06.05.2023,,,,,,,,,,,,,,,,,,,"84,9073","76,8207"
1392,07.05.2023,,,,,,,,,,,,,,,,,,,"84,9073","76,8207"
1393,13.05.2023,,,,,,,,,,,,,,,,,,,"84,2500","77,2041"
1394,14.05.2023,,,,,,,,,,,,,,,,,,,"84,2500","77,2041"
1395,20.05.2023,,,,,,,,,,,,,,,,,,,"86,2770","79,9093"
1396,21.05.2023,,,,,,,,,,,,,,,,,,,"86,2770","79,9093"
1397,27.05.2023,,,,,,,,,,,,,,,,,,,"85,9190","79,9667"
1398,28.05.2023,,,,,,,,,,,,,,,,,,,"85,9190","79,9667"
1399,03.06.2023,,,,,,,,,,,,,,,,,,,"87,1010","80,8756"
1400,04.06.2023,,,,,,,,,,,,,,,,,,,"87,1010","80,8756"
1401,10.06.2023,,,,,,,,,,,,,,,,,,,"89,0057","82,6417"
1402,11.06.2023,,,,,,,,,,,,,,,,,,,"89,0057","82,6417"
1403,17.06.2023,,,,,,,,,,,,,,,,,,,"91,6329","83,6498"
1404,18.06.2023,,,,,,,,,,,,,,,,,,,"91,6329","83,6498"
1405,24.06.2023,,,,,,,,,,,,,,,,,,,"91,4933","84,0793"
1406,25.06.2023,,,,,,,,,,,,,,,,,,,"91,4933","84,0793"
1407,01.07.2023,,,,,,,,,,,,,,,,,,,"96,0195","88,3844"
1408,02.07.2023,,,,,,,,,,,,,,,,,,,"96,0195","88,3844"
1409,08.07.2023,,,,,,,,,,,,,,,,,,,"99,8189","91,6879"
1410,09.07.2023,,,,,,,,,,,,,,,,,,,"99,8189","91,6879"
1411,15.07.2023,,,,,,,,,,,,,,,,,,,"101,1992","90,1190"
1412,16.07.2023,,,,,,,,,,,,,,,,,,,"101,1992","90,1190"
1413,22.07.2023,,,,,,,,,,,,,,,,,,,"100,6562","90,3846"
1414,23.07.2023,,,,,,,,,,,,,,,,,,,"100,6562","90,3846"
1415,29.07.2023,,,,,,,,,,,,,,,,,,,"99,9586","90,9783"
1416,30.07.2023,,,,,,,,,,,,,,,,,,,"99,9586","90,9783"
1417,05.08.2023,,,,,,,,,,,,,,,,,,,"103,8379","94,8076"
1418,06.08.2023,,,,,,,,,,,,,,,,,,,"103,8379","94,8076"
1419,12.08.2023,,,,,,,,,,,,,,,,,,,"107,9723","98,2066"
1420,13.08.2023,,,,,,,,,,,,,,,,,,,"107,9723","98,2066"
1421,19.08.2023,,,,,,,,,,,,,,,,,,,"101,4802","93,4047"
1422,20.08.2023,,,,,,,,,,,,,,,,,,,"101,4802","93,4047"
1423,26.08.2023,,,,,,,,,,,,,,,,,,,"102,2586","94,7117"
1424,27.08.2023,,,,,,,,,,,,,,,,,,,"102,2586","94,7117"
1425,02.09.2023,,,,,,,,,,,,,,,,,,,"104,6108","96,3411"
1426,03.09.2023,,,,,,,,,,,,,,,,,,,"104,6108","96,3411"
1427,09.09.2023,,,,,,,,,,,,,,,,,,,"104,8872","97,9241"
1428,10.09.2023,,,,,,,,,,,,,,,,,,,"104,8872","97,9241"
1429,16.09.2023,,,,,,,,,,,,,,,,,,,"103,0358","96,6338"
1430,17.09.2023,,,,,,,,,,,,,,,,,,,"103,0358","96,6338"
1431,23.09.2023,,,,,,,,,,,,,,,,,,,"102,2485","96,0419"
1432,24.09.2023,,,,,,,,,,,,,,,,,,,"102,2485","96,0419"
1433,30.09.2023,,,,,,,,,,,,,,,,,,,"103,1631","97,4147"
1434,01.10.2023,,,,,,,,,,,,,,,,,,,"103,1631","97,4147"
1435,07.10.2023,,,,,,,,,,,,,,,,,,,"106,0100","100,4911"
1436,08.10.2023,,,,,,,,,,,,,,,,,,,"106,0100","100,4911"
1437,14.10.2023,,,,,,,,,,,,,,,,,,,"102,5523","97,3075"
1438,15.10.2023,,,,,,,,,,,,,,,,,,,"102,5523","97,3075"
1439,21.10.2023,,,,,,,,,,,,,,,,,,,"101,4257","95,9053"
1440,22.10.2023,,,,,,,,,,,,,,,,,,,"101,4257","95,9053"
1441,28.10.2023,,,,,,,,,,,,,,,,,,,"98,3504","93,2174"
1442,29.10.2023,,,,,,,,,,,,,,,,,,,"98,3504","93,2174"
1443,04.11.2023,,,,,,,,,,,,,,,,,,,"99,0111","93,0351"
1444,05.11.2023,,,,,,,,,,,,,,,,,,,"99,0111","93,0351"
1445,11.11.2023,,,,,,,,,,,,,,,,,,,"98,3155","92,0535"
1446,12.11.2023,,,,,,,,,,,,,,,,,,,"98,3155","92,0535"
1447,18.11.2023,,,,,,,,,,,,,,,,,,,"96,7692","89,1237"
1448,19.11.2023,,,,,,,,,,,,,,,,,,,"96,7692","89,1237"
1449,25.11.2023,,,,,,,,,,,,,,,,,,,"96,9187","88,8133"
1450,26.11.2023,,,,,,,,,,,,,,,,,,,"96,9187","88,8133"
1451,02.12.2023,,,,,,,,,,,,,,,,,,,"97,9126","89,7619"
1452,03.12.2023,,,,,,,,,,,,,,,,,,,"97,9126","89,7619"
1453,09.12.2023,,,,,,,,,,,,,,,,,,,"98,8409","91,6402"
1454,10.12.2023,,,,,,,,,,,,,,,,,,,"98,8409","91,6402"
1455,16.12.2023,,,,,,,,,,,,,,,,,,,"98,4186","89,6966"
1456,17.12.2023,,,,,,,,,,,,,,,,,,,"98,4186","89,6966"
1457,23.12.2023,,,,,,,,,,,,,,,,,,,"101,2863","91,9389"
1458,24.12.2023,,,,,,,,,,,,,,,,,,,"101,2863","91,9389"
1459,30.12.2023,,,,,,,,,,,,,,,,,,,"99,1919","89,6883"
1460,31.12.2023,,,,,,,,,,,,,,,,,,,"99,1919","89,6883"
